Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Unit,Indicator,Value
16a,2019-20,R7,London,60745,St Mary's Hospital,%,7-8_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R7,London,60745,St Mary's Hospital,%,9-10_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R7,London,60745,St Mary's Hospital,%,Over10_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R7,London,60800,Queen's Hospital,Number,Total_samples_All_Ages,34722
16a,2019-20,R7,London,60800,Queen's Hospital,%,0-2_Weeks_All_Ages,61.3530326594090000000
16a,2019-20,R7,London,60800,Queen's Hospital,%,3-4_Weeks_All_Ages,22.5275041760267000000
16a,2019-20,R7,London,60800,Queen's Hospital,%,5-6_Weeks_All_Ages,16.0273025747365000000
16a,2019-20,R7,London,60800,Queen's Hospital,%,7-8_Weeks_All_Ages,0.0864005529635390000
16a,2019-20,R7,London,60800,Queen's Hospital,%,9-10_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R7,London,60800,Queen's Hospital,%,Over10_Weeks_All_Ages,0.0057600368642359300
16a,2019-20,R7,London,60900,The Royal London Hospital,Number,Total_samples_All_Ages,59117
16a,2019-20,R7,London,60900,The Royal London Hospital,%,0-2_Weeks_All_Ages,67.8112894768002000000
16a,2019-20,R7,London,60900,The Royal London Hospital,%,3-4_Weeks_All_Ages,3.5353620785899100000
16a,2019-20,R7,London,60900,The Royal London Hospital,%,5-6_Weeks_All_Ages,3.7890961990628800000
16a,2019-20,R7,London,60900,The Royal London Hospital,%,7-8_Weeks_All_Ages,4.8344807754114700000
16a,2019-20,R7,London,60900,The Royal London Hospital,%,9-10_Weeks_All_Ages,4.9427406668132700000
16a,2019-20,R7,London,60900,The Royal London Hospital,%,Over10_Weeks_All_Ages,15.0870308033222000000
16a,2019-20,R7,London,61025,Health Service Laboratories Cervical Cytology Service,Number,Total_samples_All_Ages,250096
16a,2019-20,R7,London,61025,Health Service Laboratories Cervical Cytology Service,%,0-2_Weeks_All_Ages,93.3825411042160000000
16a,2019-20,R7,London,61025,Health Service Laboratories Cervical Cytology Service,%,3-4_Weeks_All_Ages,6.4987044974729700000
16a,2019-20,R7,London,61025,Health Service Laboratories Cervical Cytology Service,%,5-6_Weeks_All_Ages,0.1063591580832960000
16a,2019-20,R7,London,61025,Health Service Laboratories Cervical Cytology Service,%,7-8_Weeks_All_Ages,0.0091964685560744700
16a,2019-20,R7,London,61025,Health Service Laboratories Cervical Cytology Service,%,9-10_Weeks_All_Ages,0.0011995393768792800
16a,2019-20,R7,London,61025,Health Service Laboratories Cervical Cytology Service,%,Over10_Weeks_All_Ages,0.0019992322947988000
16a,2019-20,R7,London,61090,St Thomas' Hospital,Number,Total_samples_All_Ages,52185
16a,2019-20,R7,London,61090,St Thomas' Hospital,%,0-2_Weeks_All_Ages,63.9302481556003000000
16a,2019-20,R7,London,61090,St Thomas' Hospital,%,3-4_Weeks_All_Ages,16.5871418990131000000
16a,2019-20,R7,London,61090,St Thomas' Hospital,%,5-6_Weeks_All_Ages,19.4481172750790000000
16a,2019-20,R7,London,61090,St Thomas' Hospital,%,7-8_Weeks_All_Ages,0.0287438919229664000
16a,2019-20,R7,London,61090,St Thomas' Hospital,%,9-10_Weeks_All_Ages,0.0019162594615310900
16a,2019-20,R7,London,61090,St Thomas' Hospital,%,Over10_Weeks_All_Ages,0.0038325189230621800
16a,2019-20,R7,London,61140,Princess Royal University Hospital,Number,Total_samples_All_Ages,35410
16a,2019-20,R7,London,61140,Princess Royal University Hospital,%,0-2_Weeks_All_Ages,79.7571307540243000000
16a,2019-20,R7,London,61140,Princess Royal University Hospital,%,3-4_Weeks_All_Ages,16.3964981643604000000
16a,2019-20,R7,London,61140,Princess Royal University Hospital,%,5-6_Weeks_All_Ages,3.8435470206156500000
16a,2019-20,R7,London,61140,Princess Royal University Hospital,%,7-8_Weeks_All_Ages,0.0028240609997175900
16a,2019-20,R7,London,61140,Princess Royal University Hospital,%,9-10_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R7,London,61140,Princess Royal University Hospital,%,Over10_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R7,London,61280,St Helier Hospital,Number,Total_samples_All_Ages,24263
16a,2019-20,R7,London,61280,St Helier Hospital,%,0-2_Weeks_All_Ages,28.4259984338293000000
16a,2019-20,R7,London,61280,St Helier Hospital,%,3-4_Weeks_All_Ages,17.0671392655484000000
16a,2019-20,R7,London,61280,St Helier Hospital,%,5-6_Weeks_All_Ages,11.1651485801426000000
16a,2019-20,R7,London,61280,St Helier Hospital,%,7-8_Weeks_All_Ages,29.7696080451717000000
16a,2019-20,R7,London,61280,St Helier Hospital,%,9-10_Weeks_All_Ages,13.5721056753081000000
16a,2019-20,R7,London,61280,St Helier Hospital,%,Over10_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R7,London,61300,South West London Pathology,Number,Total_samples_All_Ages,56693
16a,2019-20,R7,London,61300,South West London Pathology,%,0-2_Weeks_All_Ages,68.1883124900781000000
16a,2019-20,R7,London,61300,South West London Pathology,%,3-4_Weeks_All_Ages,31.7658264688762000000
16a,2019-20,R7,London,61300,South West London Pathology,%,5-6_Weeks_All_Ages,0.0458610410456317000
16a,2019-20,R7,London,61300,South West London Pathology,%,7-8_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R7,London,61300,South West London Pathology,%,9-10_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R7,London,61300,South West London Pathology,%,Over10_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R8,South East,61040,Royal Sussex County Hospital,Number,Total_samples_All_Ages,63905
16a,2019-20,R8,South East,61040,Royal Sussex County Hospital,%,0-2_Weeks_All_Ages,0.3692981769814570000
16a,2019-20,R8,South East,61040,Royal Sussex County Hospital,%,3-4_Weeks_All_Ages,0.8575228855332130000
16a,2019-20,R8,South East,61040,Royal Sussex County Hospital,%,5-6_Weeks_All_Ages,21.7166105938502000000
16a,2019-20,R8,South East,61040,Royal Sussex County Hospital,%,7-8_Weeks_All_Ages,11.1603160942023000000
16a,2019-20,R8,South East,61040,Royal Sussex County Hospital,%,9-10_Weeks_All_Ages,39.6479148736406000000
16a,2019-20,R8,South East,61040,Royal Sussex County Hospital,%,Over10_Weeks_All_Ages,26.2483373757922000000
16a,2019-20,R8,South East,61150,Maidstone Hospital,Number,Total_samples_All_Ages,45860
16a,2019-20,R8,South East,61150,Maidstone Hospital,%,0-2_Weeks_All_Ages,65.9899694723070000000
16a,2019-20,R8,South East,61150,Maidstone Hospital,%,3-4_Weeks_All_Ages,9.0863497601395600000
16a,2019-20,R8,South East,61150,Maidstone Hospital,%,5-6_Weeks_All_Ages,24.9236807675534000000
16a,2019-20,R8,South East,61150,Maidstone Hospital,%,7-8_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R8,South East,61150,Maidstone Hospital,%,9-10_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R8,South East,61150,Maidstone Hospital,%,Over10_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R8,South East,61190,William Harvey Hospital,Number,Total_samples_All_Ages,23105
16a,2019-20,R8,South East,61190,William Harvey Hospital,%,0-2_Weeks_All_Ages,3.1984418956935700000
16a,2019-20,R8,South East,61190,William Harvey Hospital,%,3-4_Weeks_All_Ages,6.6132871672798100000
16a,2019-20,R8,South East,61190,William Harvey Hospital,%,5-6_Weeks_All_Ages,20.9435187188920000000
16a,2019-20,R8,South East,61190,William Harvey Hospital,%,7-8_Weeks_All_Ages,65.3365072495131000000
16a,2019-20,R8,South East,61190,William Harvey Hospital,%,9-10_Weeks_All_Ages,2.3587967972300400000
16a,2019-20,R8,South East,61190,William Harvey Hospital,%,Over10_Weeks_All_Ages,1.5494481713914700000
16a,2019-20,R8,South East,61290,Berkshire and Surrey Pathology Services,Number,Total_samples_All_Ages,276807
16a,2019-20,R8,South East,61290,Berkshire and Surrey Pathology Services,%,0-2_Weeks_All_Ages,66.7551759890465000000
16a,2019-20,R8,South East,61290,Berkshire and Surrey Pathology Services,%,3-4_Weeks_All_Ages,22.9759363021889000000
16a,2019-20,R8,South East,61290,Berkshire and Surrey Pathology Services,%,5-6_Weeks_All_Ages,7.0673790763961900000
16a,2019-20,R8,South East,61290,Berkshire and Surrey Pathology Services,%,7-8_Weeks_All_Ages,1.4898467163041400000
16a,2019-20,R8,South East,61290,Berkshire and Surrey Pathology Services,%,9-10_Weeks_All_Ages,1.0595830307759600000
16a,2019-20,R8,South East,61290,Berkshire and Surrey Pathology Services,%,Over10_Weeks_All_Ages,0.6520788852883050000
16a,2019-20,R8,South East,61520,Wycombe Hospital,Number,Total_samples_All_Ages,35526
16a,2019-20,R8,South East,61520,Wycombe Hospital,%,0-2_Weeks_All_Ages,8.8273377244834800000
16a,2019-20,R8,South East,61520,Wycombe Hospital,%,3-4_Weeks_All_Ages,26.8338681529021000000
16a,2019-20,R8,South East,61520,Wycombe Hospital,%,5-6_Weeks_All_Ages,55.6127906322130000000
16a,2019-20,R8,South East,61520,Wycombe Hospital,%,7-8_Weeks_All_Ages,8.6640770140179000000
16a,2019-20,R8,South East,61520,Wycombe Hospital,%,9-10_Weeks_All_Ages,0.0591116365478804000
16a,2019-20,R8,South East,61520,Wycombe Hospital,%,Over10_Weeks_All_Ages,0.0028148398356133500
16a,2019-20,S,South,S,South,Number,Total_samples_All_Ages,875113
16a,2019-20,S,South,S,South,%,0-2_Weeks_All_Ages,56.2130833389517000000
16a,2019-20,S,South,S,South,%,3-4_Weeks_All_Ages,17.2831394345645000000
16a,2019-20,S,South,S,South,%,5-6_Weeks_All_Ages,14.7510092982278000000
16a,2019-20,S,South,S,South,%,7-8_Weeks_All_Ages,6.2845598225600600000
16a,2019-20,S,South,S,South,%,9-10_Weeks_All_Ages,3.3002595093433600000
16a,2019-20,S,South,S,South,%,Over10_Weeks_All_Ages,2.1679485963527000000
16a,2019-20,R1,North East,R1,North East,Number,Total_samples_All_Ages,244690
16a,2019-20,R1,North East,R1,North East,%,0-2_Weeks_All_Ages,69.8365278515673000000
16a,2019-20,R1,North East,R1,North East,%,3-4_Weeks_All_Ages,15.7268380399689000000
16a,2019-20,R1,North East,R1,North East,%,5-6_Weeks_All_Ages,8.8548776002288600000
16a,2019-20,R1,North East,R1,North East,%,7-8_Weeks_All_Ages,5.3696513956434700000
16a,2019-20,R1,North East,R1,North East,%,9-10_Weeks_All_Ages,0.1107523805631620000
16a,2019-20,R1,North East,R1,North East,%,Over10_Weeks_All_Ages,0.1013527320282810000
16a,2019-20,R2,North West,R2,North West,Number,Total_samples_All_Ages,423989
16a,2019-20,R2,North West,R2,North West,%,0-2_Weeks_All_Ages,74.8743481552587000000
16a,2019-20,R2,North West,R2,North West,%,3-4_Weeks_All_Ages,20.3514713825123000000
16a,2019-20,R2,North West,R2,North West,%,5-6_Weeks_All_Ages,4.6913952956326700000
16a,2019-20,R2,North West,R2,North West,%,7-8_Weeks_All_Ages,0.0813700355433749000
16a,2019-20,R2,North West,R2,North West,%,9-10_Weeks_All_Ages,0.0014151310529282600
16a,2019-20,R2,North West,R2,North West,%,Over10_Weeks_All_Ages,0.0000000000000000000
16a,2019-20,R3,Yorkshire and the Humber,R3,Yorkshire and the Humber,Number,Total_samples_All_Ages,237730
16a,2019-20,R3,Yorkshire and the Humber,R3,Yorkshire and the Humber,%,0-2_Weeks_All_Ages,54.5749379548227000000
16a,2019-20,R3,Yorkshire and the Humber,R3,Yorkshire and the Humber,%,3-4_Weeks_All_Ages,11.9353888865520000000
16a,2019-20,R3,Yorkshire and the Humber,R3,Yorkshire and the Humber,%,5-6_Weeks_All_Ages,19.4670424431077000000
16a,2019-20,R3,Yorkshire and the Humber,R3,Yorkshire and the Humber,%,7-8_Weeks_All_Ages,13.3634795776722000000
16a,2019-20,R3,Yorkshire and the Humber,R3,Yorkshire and the Humber,%,9-10_Weeks_All_Ages,0.6566272662263910000
16a,2019-20,R3,Yorkshire and the Humber,R3,Yorkshire and the Humber,%,Over10_Weeks_All_Ages,0.0025238716190636400
16a,2019-20,R4,East Midlands,R4,East Midlands,Number,Total_samples_All_Ages,279835
16a,2019-20,R4,East Midlands,R4,East Midlands,%,0-2_Weeks_All_Ages,35.3100934479247000000
16a,2019-20,R4,East Midlands,R4,East Midlands,%,3-4_Weeks_All_Ages,35.0377901263244000000
16a,2019-20,R4,East Midlands,R4,East Midlands,%,5-6_Weeks_All_Ages,16.8813765254525000000
16a,2019-20,R4,East Midlands,R4,East Midlands,%,7-8_Weeks_All_Ages,3.9430378615970100000
16a,2019-20,R4,East Midlands,R4,East Midlands,%,9-10_Weeks_All_Ages,5.4457090785641500000
16a,2019-20,R4,East Midlands,R4,East Midlands,%,Over10_Weeks_All_Ages,3.3819929601372200000
16a,2019-20,R5,West Midlands,R5,West Midlands,Number,Total_samples_All_Ages,264955
16a,2019-20,R5,West Midlands,R5,West Midlands,%,0-2_Weeks_All_Ages,20.9552565529996000000
16a,2019-20,R5,West Midlands,R5,West Midlands,%,3-4_Weeks_All_Ages,28.9977543356419000000
16a,2019-20,R5,West Midlands,R5,West Midlands,%,5-6_Weeks_All_Ages,18.7163858013625000000
16a,2019-20,R5,West Midlands,R5,West Midlands,%,7-8_Weeks_All_Ages,14.9278179313468000000
16a,2019-20,R5,West Midlands,R5,West Midlands,%,9-10_Weeks_All_Ages,11.8299333849144000000
16a,2019-20,R5,West Midlands,R5,West Midlands,%,Over10_Weeks_All_Ages,4.5728519937347900000
16a,2019-20,R6,East of England,R6,East of England,Number,Total_samples_All_Ages,344463
16a,2019-20,R6,East of England,R6,East of England,%,0-2_Weeks_All_Ages,76.7975080052139000000
16a,2019-20,R6,East of England,R6,East of England,%,3-4_Weeks_All_Ages,11.9470015647544000000
16a,2019-20,R6,East of England,R6,East of England,%,5-6_Weeks_All_Ages,1.8919303379463100000
16a,2019-20,R6,East of England,R6,East of England,%,7-8_Weeks_All_Ages,1.7250038465669800000
16a,2019-20,R6,East of England,R6,East of England,%,9-10_Weeks_All_Ages,1.6506852695354800000
16a,2019-20,R6,East of England,R6,East of England,%,Over10_Weeks_All_Ages,5.9878709759829100000
16a,2019-20,R7,London,R7,London,Number,Total_samples_All_Ages,605625
16a,2019-20,R7,London,R7,London,%,0-2_Weeks_All_Ages,81.0882972136223000000
16a,2019-20,R7,London,R7,London,%,3-4_Weeks_All_Ages,11.0469349845201000000
16a,2019-20,R7,London,R7,London,%,5-6_Weeks_All_Ages,3.6869349845201200000
16a,2019-20,R7,London,R7,London,%,7-8_Weeks_All_Ages,1.6759545923632600000
16a,2019-20,R7,London,R7,London,%,9-10_Weeks_All_Ages,1.0272033023735800000
16a,2019-20,R7,London,R7,London,%,Over10_Weeks_All_Ages,1.4746749226006200000
